མཚན་བྱང་།,ཤོག་གྲངས།,1,མཆན་གྲངས།,པར་མ།,མཆན,,,,,,
,,395,6,《པེ་》《སྣར་》,གི།,,,,,,
,,396,7,《པེ་》《སྣར་》,ཞེ།,,,,,,
,,397,8,《སྣར་》,ཀྱི།,,,,,,
,,398,9,《པེ་》《སྣར་》,བྱའོ།,,,,,,
,,399,10,《ཅོ་》,བྱ་བ།,,,,,,
,,400,11,《པེ་》《སྣར་》,གྱིས།,,,,,,
,69,401,1,《ཅོ་》,pལྷ།,,,,,,
,,402,2,《པེ་》《སྣར་》,ཀྱི།,,,,,,
,,403,3,《པེ་》,རང་བཞིན་གྱིས།;《སྣར་》,གཞན་གྱིས།,,,,,
,,404,4,《པེ་》《སྣར་》,ཀྱི།,,,,,,
,,405,5,《པེ་》《སྣར་》,གཟུང་།,,,,,,
,,406,6,《པེ་》《སྣར་》,བསྒྲུབ་སྟེ།,,,,,,
,,407,7,《པེ་》《སྣར་》,རིག,,,,,,
,,408,8,《པེ་》,འདས་ཀྱི།;《སྣར་》,ཉིད་ཀྱིས།,,,,,
,70,409,1,《པེ་》《སྣར་》,འདིའི་རིག,,,,,,
,,410,2,《པེ་》《སྣར་》《ཅོ་》,གྱི།,,,,,,
,,411,3,《པེ་》《སྣར་》,ཀྱིས།,,,,,,
,,412,4,《སྣར་》,དྭཱ།,,,,,,
,,413,5,《པེ་》《སྣར་》,ལས།,,,,,,
,,414,6,《སྣར་》,གྱི།,,,,,,
,,415,7,《པེ་》《སྣར་》,ཀྱིས།,,,,,,
,,416,8,《པེ་》《སྣར་》,གྱི།,,,,,,
,71,417,1,《སྣར་》,བསྐུར་བ།,,,,,,
,,418,2,《པེ་》《སྣར་》,mདབང་གི།,,,,,,
,,419,3,《པེ་》《སྣར་》,ཡོངས་ཀྱིས།,,,,,,
,72,420,1,《པེ་》《སྣར་》,བྱུང་།,,,,,,
,,421,2,《པེ་》《སྣར་》,པ་དང་འདྲ་བར།;《ཅོ་》,པ་འདྲ་ལ།,,,,,
,,422,3,《པེ་》《སྣར་》,གྱི།,,,,,,
,,423,4,《པེ་》《སྣར་》,བའི།,,,,,,
,,424,5,《པེ་》《སྣར་》,གྱིས་དབང་གིས།,,,,,,
,,425,6,《པེ་》《སྣར་》,ཏོ།།,,,,,,
,,426,7,《པེ་》《སྣར་》,དེས་ན།,,,,,,
,,427,8,《པེ་》《སྣར་》,གཟུང་།,,,,,,
,,428,9,《པེ་》《སྣར་》,གི།,,,,,,
,,429,10,《པེ་》《སྣར་》,mལས།,,,,,,
,73,430,1,《ཅོ་》,mལོ།,,,,,,
,,431,2,《སྣར་》,ཀྱིས།,,,,,,
,,432,3,《པེ་》《སྣར་》,གྱི།,,,,,,
,,433,4,《སྣར་》,ཀྱིས།,,,,,,
,,434,5,《པེ་》《སྣར་》,ཀྱི།,,,,,,
,,435,6,《པེ་》《སྣར་》,བརྟན།,,,,,,
,,436,7,《པེ་》《སྣར་》,བརྟན།,,,,,,
,,437,8,《པེ་》《སྣར་》,གྲང་།,,,,,,
,74,438,1,《པེ་》《སྣར་》,བར་རང་གི།,,,,,,
,,439,2,《པེ་》《སྣར་》,ནས།,,,,,,
,,440,3,《པེ་》《སྣར་》,བྱའི།,,,,,,
,,441,4,《པེ་》《སྣར་》,གསུམ།,,,,,,
,,442,5,《པེ་》《སྣར་》,mསྡེ།,,,,,,
,,443,6,《པེ་》《སྣར་》,རིག,,,,,,
,,444,7,《པེ་》《སྣར་》,འཚམས།,,,,,,
,,445,8,《ཅོ་》,pསྡེ།,,,,,,
,,446,9,《པེ་》《སྣར་》,རྒྱས།,,,,,,
,,447,10,《པེ་》《སྣར་》,སྡུད།,,,,,,
,,448,11,《པེ་》《སྣར་》,རྒྱས།,,,,,,
,,449,12,《པེ་》《སྣར་》,སྡུད།,,,,,,
,75,450,1,《པེ་》《སྣར་》,mདང་།,,,,,,
,,451,2,《པེ་》《སྣར་》,ལྡོག,,,,,,
,,452,3,《པེ་》《སྣར་》,བསྐྱེད།,,,,,,
,,453,4,《པེ་》《སྣར་》,བསྡུད།,,,,,,
,,454,5,《སྣར་》,mཏེ།,,,,,,
,,455,6,《པེ་》《སྣར་》,གཉིས།,,,,,,
,,456,7,《པེ་》《སྣར་》,འབྱུང་།,,,,,,
,,457,8,《པེ་》《སྣར་》,པའི།,,,,,,
,,458,9,《པེ་》《སྣར་》,pཆོས་ཀྱི།,,,,,,
,,459,10,《པེ་》《སྣར་》,གྱི།,,,,,,
,,460,11,《པེ་》《སྣར་》,mབཤད་པ།,,,,,,
,,461,12,《པེ་》《སྣར་》,mཆོས་ཀྱི།,,,,,,
,76,462,1,《པེ་》《སྣར་》,ཤིབས།,,,,,,
,,463,2,《པེ་》《སྣར་》,བཞི་པའི།,,,,,,
,,464,3,《པེ་》《སྣར་》,pཞེའོ།,,,,,,
,,465,4,《པེ་》《སྣར་》,བསྲུང་།,,,,,,
,77,466,1,《པེ་》《སྣར་》,པ།,,,,,,
,,467,2,《པེ་》,པ་ལྟ་བུའོ།;《སྣར་》,པ་ལྟའོ།།,,,,,
,,468,3,《པེ་》《སྣར་》,ཕྱིར།,,,,,,
,,469,4,《སྣར་》,ཀྱིས།,,,,,,
,,470,5,《པེ་》《སྣར་》,ཚངས་པ།,,,,,,
,,471,6,《པེ་》《སྣར་》,གྱིས།,,,,,,
,,472,7,《པེ་》《སྣར་》,འདའ་བ་ཉིད་ཀྱིས།,,,,,,
,78,473,1,《པེ་》《སྣར་》,བཞི།,,,,,,
,,474,2,《སྣར་》,དོ།།,,,,,,
,,475,3,《པེ་》《སྣར་》,ཐོབ།,,,,,,
,,476,4,《པེ་》《སྣར་》,ཀྱིས།,,,,,,
,,477,5,《པེ་》,རིགས་པ།;《སྣར་》,རིག་པ།,,,,,
,79,478,1,《པེ་》《སྣར་》,ཚངས་པ།,,,,,,
,,479,2,《པེ་》,པས།,,,,,,
,,480,3,《པེ་》《སྣར་》,mཔ།,,,,,,
,,481,4,《སྣར་》,ཀྱི།,,,,,,
,,482,5,《པེ་》《སྣར་》,འདའ་བར།,,,,,,
,,483,6,《པེ་》《སྣར་》,གྱིས་བརླབས།,,,,,,
,,484,7,《སྣར་》,mསོ།,,,,,,
,80,485,1,《པེ་》,mནི།,,,,,,
,,486,2,《པེ་》《སྣར་》,ཡོད་དེ།,,,,,,
,,487,3,《པེ་》《སྣར་》,ནི།,,,,,,
,,488,4,《པེ་》《སྣར་》,དཔའ།,,,,,,
,,489,5,《པེ་》《སྣར་》,གྱི།,,,,,,
,,490,6,《སྣར་》,ལྟར།,,,,,,
,,491,7,《པེ་》《སྣར་》,pནི།,,,,,,
,81,492,1,《པེ་》《སྣར་》,ལ།,,,,,,
,,493,2,《པེ་》《སྣར་》,པའི།,,,,,,
,,494,3,《པེ་》《སྣར་》,mལས།,,,,,,
,,495,4,《པེ་》《སྣར་》,གིས།,,,,,,
,,496,5,《པེ་》《སྣར་》,ཀྱིས།,,,,,,
,,497,6,《སྣར་》,བགོལ།,,,,,,
,,498,7,《པེ་》《སྣར་》,པའི།,,,,,,
,,499,8,《པེ་》《སྣར་》,mཕྱིར།,,,,,,
,,500,9,《པེ་》《སྣར་》,པ་བསྒྲུབ།,,,,,,
,82,501,1,《པེ་》《སྣར་》,mཔའི།,,,,,,
,,502,2,《པེ་》《སྣར་》,གཟུང་།,,,,,,
,,503,3,《པེ་》《སྣར་》,ལས།,,,,,,
,,504,4,《པེ་》《སྣར་》,འགའ།,,,,,,
,,505,5,《པེ་》《སྣར་》,mཔ།,,,,,,
,83,506,1,《པེ་》《སྣར་》,mཆད།,,,,,,
,,507,2,《པེ་》《སྣར་》,ཤློ།,,,,,,
,,508,3,《པེ་》《སྣར་》,ཤློ།,,,,,,
,,509,4,《པེ་》《སྣར་》,རྗེས།,,,,,,
,,510,5,《པེ་》《སྣར་》,སྒྱུར།,,,,,,
,,511,6,《པེ་》《སྣར་》,འབྱུང་།,,,,,,
,,512,7,《པེ་》《སྣར་》,འགིས།,,,,,,
,,513,8,《སྣར་》,བ།,,,,,,
,,514,9,《པེ་》《སྣར་》,སྒྱུར།,,,,,,
,,515,10,《པེ་》《སྣར་》,ཚུན།,,,,,,
,84,516,1,《པེ་》《སྣར་》,གི།,,,,,,
,,517,2,《སྣར་》,མཚམ།,,,,,,
,,518,3,《པེ་》《སྣར་》,དགྲོལ།,,,,,,
,,519,4,《པེ་》《སྣར་》,དགྲོལ།,,,,,,
,85,520,1,《པེ་》《སྣར་》,པ།,,,,,,
,,521,2,《པེ་》《སྣར་》,བྱ་སྟེ།,,,,,,
,,522,3,《པེ་》《སྣར་》,mདེ།,,,,,,
,,523,4,《པེ་》《སྣར་》,གྱི།,,,,,,
,,524,5,《པེ་》《སྣར་》,mསྡེ།,,,,,,
,86,525,1,《པེ་》《སྣར་》,གི།,,,,,,
,,526,2,《པེ་》《སྣར་》,སྟེ།,,,,,,
,,527,3,《པེ་》《སྣར་》,སྒྲོན།,,,,,,
,,528,4,《པེ་》《སྣར་》,གྱུར།,,,,,,
,,529,5,《སྣར་》,སིནྡྷི།,,,,,,
,87,530,1,《པེ་》《སྣར་》,ཚིག,,,,,,
,,531,2,《པེ་》《སྣར་》,རྗེད།,,,,,,
,,532,3,《པེ་》,བསྟན།;《སྣར་》,བརྟན།,,,,,
,,533,4,《པེ་》《སྣར་》,དགྲོལ།,,,,,,
,,534,5,《པེ་》《སྣར་》,འདི་ཚིག,,,,,,
,88,535,1,《པེ་》,འགྲེལ་པ།,,,,,,
,,536,2,《པེ་》《སྣར་》,རིགས།;《ཅོ་》,ཡང་རིག,,,,,
,,537,3,《སྣར་》,པ།,,,,,,
,,538,4,《པེ་》《སྣར་》,གཞི།,,,,,,
,,539,5,《པེ་》《སྣར་》,ཀྱིས།,,,,,,
,89,540,1,《པེ་》《སྣར་》,ཀྱིས།,,,,,,
,,541,2,《པེ་》《སྣར་》,ཀྱིས།,,,,,,
,,542,3,《པེ་》《སྣར་》,བཟད།,,,,,,
,,543,4,《སྣར་》,བསྟེན།,,,,,,
,,544,5,《པེ་》《སྣར་》,བསྒྲུབ།,,,,,,
,,545,6,《པེ་》《སྣར་》,བསྟན།,,,,,,
,,546,7,《པེ་》《སྣར་》,རྗེད།,,,,,,
,,547,8,《པེ་》《སྣར་》,ལ།,,,,,,
,90,548,1,《པེ་》《སྣར་》,pནམ།,,,,,,
,,549,2,《པེ་》《སྣར་》,པ།,,,,,,
,,550,3,《པེ་》《སྣར་》,བོས།,,,,,,
,,551,4,《པེ་》《སྣར་》,པོ།,,,,,,
,,552,5,《སྣར་》,འབྲེལ།,,,,,,
,,553,6,《པེ་》《སྣར་》,བསྟན།,,,,,,
,,554,7,《པེ་》《སྣར་》,ས།,,,,,,
,,555,8,《པེ་》《སྣར་》,གཅིག་གིས།,,,,,,
,,556,9,《པེ་》《སྣར་》,ཉེ་ཤེས།,,,,,,
,91,557,1,《པེ་》《སྣར་》,སོ།,,,,,,
,,558,2,《པེ་》《སྣར་》,ཀྱི།,,,,,,
,,559,3,《པེ་》《སྣར་》,པ།,,,,,,
,,560,4,《པེ་》《སྣར་》,གི།,,,,,,
,,561,5,《པེ་》,བཀའ་བློ།;《སྣར་》,བཀའ་སློ།,,,,,
,,562,6,《པེ་》《སྣར་》,གྱི།,,,,,,
,,563,7,《པེ་》《སྣར་》《ཅོ་》,བཅད།,,,,,,
,,564,8,《པེ་》《སྣར་》,ཀྱི།,,,,,,
,,565,9,《པེ་》《སྣར་》,pཏེ།,,,,,,
,92,566,1,《པེ་》《སྣར་》,pཔོ།,,,,,,
,,567,2,《པེ་》《སྣར་》,mཔ།,,,,,,
,,568,3,《པེ་》《སྣར་》,ཀྱི།,,,,,,
,,569,4,《པེ་》《སྣར་》,ནས།,,,,,,
,,570,5,《པེ་》《སྣར་》,རྒྱུད།,,,,,,
,,571,6,《པེ་》《སྣར་》,པའི།,,,,,,
,,572,7,《པེ་》《སྣར་》,བདག་གིས་འདི་སྐད་དུ་ཐོས་སོ།།,,,,,,
,,573,8,《པེ་》《སྣར་》,ཀྱི།,,,,,,
,93,574,1,《པེ་》《སྣར་》,པར།,,,,,,
,,575,2,《པེ་》《སྣར་》,གྱི།,,,,,,
,,576,3,《པེ་》《སྣར་》,བྱ།,,,,,,
,,577,4,《པེ་》《སྣར་》,mཞེའོ།,,,,,,
,,578,5,《པེ་》《སྣར་》,mལ།,,,,,,
,,579,6,《པེ་》《སྣར་》,ཀྱི།,,,,,,
,,580,7,《པེ་》《སྣར་》,དག,,,,,,
,,581,8,《པེ་》《སྣར་》,mདང་།,,,,,,
,94,582,1,《པེ་》《སྣར་》,དང་།,,,,,,
,,583,2,《པེ་》《སྣར་》,པའི།,,,,,,
,,584,3,《པེ་》《སྣར་》,དེ།,,,,,,
,,585,4,《པེ་》,mའདི།,,,,,,
,,586,5,《པེ་》《སྣར་》,mཏུ།,,,,,,
,,587,6,《པེ་》《སྣར་》,mལ།,,,,,,
,95,588,1,《པེ་》《སྣར་》,འདི།,,,,,,
,,589,2,《པེ་》《སྣར་》,སྣ་རིངས་ཀྱི།,,,,,,
,,590,3,《པེ་》《སྣར་》,ཀྱིས།,,,,,,
,,591,4,《པེ་》《སྣར་》,གསུང་།,,,,,,
,,592,5,《པེ་》《སྣར་》,གསུང་བ།,,,,,,
,,593,6,《པེ་》《སྣར་》,ན།,,,,,,
,,594,7,《པེ་》《སྣར་》,mའདི།,,,,,,
,96,595,1,《པེ་》《སྣར་》,གཏམ།,,,,,,
,,596,2,《པེ་》《སྣར་》,ཀྱི།,,,,,,
,,597,3,《པེ་》《སྣར་》,གསུང་།,,,,,,
,,598,4,《པེ་》《སྣར་》,mའབྲུ།,,,,,,
,,599,5,《པེ་》《སྣར་》,mབདག་གིས།,,,,,,
,,600,6,《པེ་》《སྣར་》,འབོག,,,,,,
,༩༧,601,1,《པེ་》《སྣར་》,ད།,,,,,,
,,602,2,《པེ་》《སྣར་》,བསྡུད།,,,,,,
,,603,3,《པེ་》《སྣར་》,ཞེས་སོ།,,,,,,
,,604,4,《པེ་》《སྣར་》,ཀྱིས།,,,,,,
,,605,5,《པེ་》《སྣར་》,གསུང་།,,,,,,
,,606,6,《སྣར་》,pཔ།,,,,,,
,98,607,1,《པེ་》《སྣར་》,གི།,,,,,,
,,608,2,《སྣར་》,pལ།,,,,,,
,,609,3,《པེ་》《སྣར་》,ནའོ།,,,,,,
,,610,4,《པེ་》《སྣར་》,བལྟ།,,,,,,
,,611,5,《པེ་》《སྣར་》,གིས།,,,,,,
,,612,6,《པེ་》《སྣར་》,pཡིན།,,,,,,
,,613,7,《པེ་》《སྣར་》,ཀྱིས།,,,,,,
,,614,8,《སྣར་》,ཅད།,,,,,,
,,615,9,《པེ་》《སྣར་》,དེ།,,,,,,
,99,616,1,《པེ་》《སྣར་》,རྟག,,,,,,
,,617,2,《པེ་》,ཀྱིས།,,,,,,
,,618,3,《པེ་》《སྣར་》,ནས།,,,,,,
,,619,4,《པེ་》《སྣར་》,ནས།,,,,,,
,,620,5,《པེ་》《སྣར་》,ནས།,,,,,,
,,621,6,《པེ་》《སྣར་》,གཉིས་གཅིག,,,,,,
,,622,7,《པེ་》《སྣར་》,mཀྱང་།,,,,,,
,,623,8,《པེ་》《སྣར་》,པར།,,,,,,
,,624,9,《པེ་》《སྣར་》,རྟག,,,,,,
,,625,10,《པེ་》《སྣར་》,ཀྱི།,,,,,,
,100,626,1,《པེ་》《སྣར་》,གི།,,,,,,
,,627,2,《པེ་》《སྣར་》,ཀྱི།,,,,,,
,,628,3,《པེ་》《སྣར་》,ཀྱི།,,,,,,
,,629,4,《པེ་》《སྣར་》,པ།,,,,,,
,,630,5,《པེ་》《སྣར་》,འདུལ་བ།,,,,,,
,,631,6,《པེ་》《སྣར་》,pས།,,,,,,
,101,632,1,《པེ་》《སྣར་》《ཅོ་》,པར།,,,,,,
,,633,2,《པེ་》《སྣར་》,mཐོས།,,,,,,
,,634,3,《པེ་》《སྣར་》,ནས།,,,,,,
,,635,4,《པེ་》《སྣར་》,pརྣམ་པ།,,,,,,
,,636,5,《ཅོ་》,pབྱ་བ།,,,,,,
,,637,6,《པེ་》《སྣར་》,གི།,,,,,,
,,638,7,《པེ་》,བས།,,,,,,
,,639,8,《པེ་》《སྣར་》,དེ།,,,,,,
,,640,9,《པེ་》《སྣར་》,ནོ།།,,,,,,
,,641,10,《པེ་》《སྣར་》,mཔ།,,,,,,
,,642,11,《པེ་》《སྣར་》,རྟག,,,,,,
,102,643,1,《པེ་》《སྣར་》,mསོ།,,,,,,
,,644,2,《པེ་》《སྣར་》,mགྱི།,,,,,,
,,645,3,《པེ་》《སྣར་》,པ།,,,,,,
,,646,4,《པེ་》《སྣར་》,གྱིས།,,,,,,
,,647,5,《པེ་》,mཡི་གེ་དང་དོན་གྱི་རྣམ་པ་སྐྱེ་སྟེ།,,,,,,
,,648,6,《པེ་》《སྣར་》,བརྟགས།,,,,,,
,103,649,1,《པེ་》《སྣར་》,mཔ།,,,,,,
,,650,2,《པེ་》《སྣར་》,པོ།,,,,,,
,,651,3,《པེ་》《སྣར་》,བླང་།,,,,,,
,,652,4,《པེ་》《སྣར་》,སྣང་།,,,,,,
,,653,5,《པེ་》《སྣར་》,རྒྱུད།,,,,,,
,104,654,1,《པེ་》《སྣར་》,pགཅིག,,,,,,
,,655,2,《པེ་》《སྣར་》,རྟོག,,,,,,
,,656,3,《པེ་》《སྣར་》,ཀ་ཏྱ།,,,,,,
,,657,4,《པེ་》《སྣར་》,mནི།,,,,,,
,105,658,1,《པེ་》《སྣར་》,གྱི།,,,,,,
,,659,2,《པེ་》《སྣར་》,སྤོང་བར་རིག,,,,,,
,,660,3,《པེ་》《སྣར་》,ཀྱི།,,,,,,
,,661,4,《པེ་》《སྣར་》,རྒྱུད།,,,,,,
,,662,5,《པེ་》《སྣར་》,གྱི།,,,,,,
,,663,6,《པེ་》《སྣར་》,གི།,,,,,,
,,664,7,《པེ་》《སྣར་》,pཔར་གྱུར།,,,,,,
,106,665,1,《པེ་》《སྣར་》,གྱི།,,,,,,
,,666,2,《པེ་》《སྣར་》,mདེ།,,,,,,
,,667,3,《པེ་》《སྣར་》,གྱིས།,,,,,,
,,668,4,《པེ་》《སྣར་》,pན།,,,,,,
,,669,5,《པེ་》《སྣར་》,pགསུང་།,,,,,,
,,670,6,《པེ་》《སྣར་》,པས།,,,,,,
,,671,7,《པེ་》《སྣར་》,གཅིག,,,,,,
,,672,8,《པེ་》《སྣར་》,གསུང་སྟེ།,,,,,,
,,673,9,《པེ་》《སྣར་》,གིས།,,,,,,
,,674,10,《པེ་》《སྣར་》,དོ།།,,,,,,
,,675,11,《པེ་》《སྣར་》,རྟག,,,,,,
,,676,12,《པེ་》《སྣར་》,རྟག,,,,,,
,107,677,1,《པེ་》《སྣར་》,རེ།,,,,,,
,,678,2,《པེ་》《སྣར་》,གྱིས།,,,,,,
,,679,3,《པེ་》《སྣར་》,ཀྱི།,,,,,,
,108,680,1,《པེ་》《སྣར་》,རྟག,,,,,,
,,681,2,《པེ་》《སྣར་》,གི།,,,,,,
,,682,3,《པེ་》《སྣར་》,འདྲིར།,,,,,,
,,683,4,《པེ་》《སྣར་》,བ་མི་རིག་སྟེ།,,,,,,
,,684,5,《པེ་》《སྣར་》,འོད་ཀྱི།,,,,,,
,109,685,1,《པེ་》《སྣར་》,ཅིག,,,,,,
,,686,2,《པེ་》《སྣར་》,ཀྱིས།,,,,,,
,,687,3,《སྣར་》,ཀྱིས།,,,,,,
,,688,4,《པེ་》《སྣར་》,ནས།,,,,,,
,,689,5,《པེ་》《སྣར་》,གི།,,,,,,
,110,690,1,《པེ་》《སྣར་》,གི།,,,,,,
,,691,2,《པེ་》《སྣར་》,ཀྱི།,,,,,,
,,692,3,《པེ་》《སྣར་》,གི།,,,,,,
,,693,4,《པེ་》《སྣར་》,རྟག,,,,,,
,,694,5,《པེ་》《སྣར་》,mལ།,,,,,,
,,695,6,《པེ་》《སྣར་》,ཀྱི།,,,,,,
,111,696,1,《པེ་》《སྣར་》,པར།,,,,,,
,,697,2,《སྣར་》,ལོག,,,,,,
,,698,3,《སྣར་》,།།,,,,,,
