ཆོས་ཚན།,ཤོག་གྲངས།,1,མཆན་གྲངས།,དཔར་མ།,མཆན།,,,,,,
,,414,3,《པེ་》,སྒོམ།;《སྣར་》,བསྒོམས།,,,,,
,,415,4,《པེ་》《སྣར་》,རྣམ་པ།,,,,,,
,,416,5,《པེ་》,ལྱང་།,,,,,,
,,417,6,《པེ་》《སྣར་》,ལྱང་།,,,,,,
,66,418,1,《པེ་》,འདི།,,,,,,
,,419,2,《པེ་》,འདིར།,,,,,,
,,420,3,《པེ་》《སྣར་》,བ།,,,,,,
,,421,4,《པེ་》《སྣར་》,ན།,,,,,,
,67,422,1,《པེ་》《སྣར་》,བལྟོས།,,,,,,
,,423,2,《པེ་》《སྣར་》,བལྟོས།,,,,,,
,,424,3,《པེ་》《སྣར་》,སྡོམ།,,,,,,
,68,425,1,《པེ་》《སྣར་》,mདེ།,,,,,,
,,426,2,《པེ་》《སྣར་》,གྲོལ།,,,,,,
,,427,3,《པེ་》《སྣར་》,mམདོ།,,,,,,
,,428,4,《སྣར་》,mས།,,,,,,
,,429,5,《པེ་》《སྣར་》,ལྱང་།,,,,,,
,,430,6,《པེ་》《སྣར་》,སྐྱེད།,,,,,,
,,431,7,《པེ་》《སྣར་》,ནི།,,,,,,
,69,432,1,《པེ་》《སྣར་》,བཅུ་པའི་བར།,,,,,,
,,433,2,《པེ་》《སྣར་》,ཀྱི།,,,,,,
,,434,3,《སྣར་》,པའི།,,,,,,
,,435,4,《པེ་》《སྣར་》,མདོ།,,,,,,
,,436,5,《པེ་》《སྣར་》,བསྒོམ།,,,,,,
,,437,6,《པེ་》《སྣར་》,བསྒོམ།,,,,,,
,70,438,1,《པེ་》《སྣར་》,pདེ།,,,,,,
,,439,2,《པེ་》《སྣར་》,པ།,,,,,,
,,440,3,《པེ་》《སྣར་》,དཔའ།,,,,,,
,,441,4,《པེ་》《སྣར་》,pདུ།,,,,,,
,,442,5,《པེ་》《སྣར་》,mའདི་ནི།,,,,,,
,,443,6,《པེ་》《སྣར་》,pཡང་།,,,,,,
,,444,7,《པེ་》《སྣར་》,བསྒོམས།,,,,,,
,,445,8,《པེ་》《སྣར་》,པར།,,,,,,
,71,446,1,《པེ་》《སྣར་》,སྟེ།,,,,,,
,,447,2,《པེ་》《སྣར་》,ལ།,,,,,,
,,448,3,《པེ་》《སྣར་》,pདང་།,,,,,,
,,449,4,《པེ་》《སྣར་》,mཔ།,,,,,,
,,450,5,《པེ་》《སྣར་》,བསྒོམས།,,,,,,
,72,451,1,《པེ་》《སྣར་》,བཅུའི།,,,,,,
,,452,2,《པེ་》《སྣར་》,གྱུར།,,,,,,
,,453,3,《པེ་》《སྣར་》,སྒོམ།,,,,,,
,,454,4,《པེ་》《སྣར་》,དག,,,,,,
,,455,5,《པེ་》《སྣར་》,pདུ།,,,,,,
,,456,6,《པེ་》,སྒོམ།,,,,,,
,73,457,1,《པེ་》《སྣར་》,བསྲུང་།,,,,,,
,,458,2,《པེ་》,སེམས་བསྲུང་།;《སྣར་》,ཀྱི་སེམས་བཟུང་།,,,,,
,,459,3,《པེ་》《སྣར་》,བསྲུང་།,,,,,,
,,460,4,《པེ་》《སྣར་》,བསྲུང་།,,,,,,
,,461,5,《སྣར་》,ཆེ་བ།,,,,,,
,,462,6,《པེ་》《སྣར་》,mསེམས།,,,,,,
,,463,7,《པེ་》《སྣར་》,བསྟེན།,,,,,,
,,464,8,《པེ་》《སྣར་》,བསྟེན།,,,,,,
,,465,9,《པེ་》《སྣར་》,དཔའི།,,,,,,
,,466,10,《པེ་》《སྣར་》,བསྒོམ།,,,,,,
,,467,11,《པེ་》,ལྡན་པས།;《སྣར་》,དང་ལྡན་པས།,,,,,
,,468,12,《པེ་》《སྣར་》,pགི་དོན།,,,,,,
,,469,13,《པེ་》《སྣར་》,mལ།,,,,,,
,,470,14,《པེ་》《སྣར་》,ནི།,,,,,,
,,471,15,《པེ་》《སྣར་》,mཏེ།,,,,,,
,,472,16,《པེ་》《སྣར་》,ནད།,,,,,,
,74,473,1,《པེ་》,གིས།,,,,,,
,,474,2,《པེ་》,སྦྱོར་བ་དང་།  མདུད།,,,,,,
,,475,3,《པེ་》《སྣར་》,mབྱ་བ།,,,,,,
,,476,4,《པེ་》《སྣར་》,པ།,,,,,,
,,477,5,《པེ་》《སྣར་》,པའི།,,,,,,
,75,478,1,《པེ་》《སྣར་》,སྨོས།,,,,,,
,,479,2,《པེ་》,སྟེན།;《སྣར་》,བསྟེན།,,,,,
,,480,3,《པེ་》《སྣར་》,བསྐྱེད།,,,,,,
,,481,4,《པེ་》《སྣར་》,བལྟོས།,,,,,,
,,482,5,《པེ་》《སྣར་》,བསྒོམས།,,,,,,
,,483,6,《པེ་》《སྣར་》,པ།,,,,,,
,,484,7,《པེ་》《སྣར་》,པ།,,,,,,
,,485,8,《པེ་》,སྒྲུབ་པ།;《སྣར་》,བསྒྲུབ་པ།,,,,,
,,486,9,《པེ་》《སྣར་》,ལ།,,,,,,
,,487,10,《པེ་》《སྣར་》,རྟེན།,,,,,,
,,488,11,《པེ་》《སྣར་》,བརྟེན།,,,,,,
,76,489,1,《པེ་》《སྣར་》,ཀྱི།,,,,,,
,,490,2,《པེ་》《སྣར་》,གིས།,,,,,,
,,491,3,《པེ་》《སྣར་》,གིས།,,,,,,
,,492,4,《པེ་》《སྣར་》,mལ།,,,,,,
,,493,5,《པེ་》《སྣར་》,pདུ།,,,,,,
,,494,6,《པེ་》《སྣར་》,mདག་པར།,,,,,,
,77,495,1,《པེ་》,ལན་འདོར།;《སྣར་》,ལན་མདོར།,,,,,
,,496,2,《པེ་》《སྣར་》,སོ།,,,,,,
,,497,3,《སྣར་》,བསྒྲུབ།,,,,,,
,,498,4,《པེ་》《སྣར་》,mརྣམས།,,,,,,
,,499,5,《པེ་》《སྣར་》,མཐོ་འཚམ།,,,,,,
,,500,6,《པེ་》,འཚམ་པ།;《སྣར་》,འཚམས་པ།,,,,,
,,501,7,《པེ་》《སྣར་》,འདོགས།,,,,,,
,78,502,1,《པེ་》,གི།,,,,,,
,,503,2,《པེ་》《སྣར་》,mབ།,,,,,,
,,504,3,《པེ་》《སྣར་》,གི།,,,,,,
,,505,4,《པེ་》《སྣར་》,བ་ལས་སྐྱེད།,,,,,,
,,506,5,《པེ་》《སྣར་》,mནི།,,,,,,
,,507,6,《པེ་》《སྣར་》,mནི།,,,,,,
,,508,7,《པེ་》《སྣར་》,པ།,,,,,,
,79,509,1,《པེ་》《སྣར་》,mབ།,,,,,,
,,510,2,《པེ་》《སྣར་》,གྱི།,,,,,,
,,511,3,《པེ་》《སྣར་》,བསྐྱོད།,,,,,,
,,512,4,《པེ་》《སྣར་》,གྱི།,,,,,,
,,513,5,《པེ་》,mཆོས།,,,,,,
,,514,6,《པེ་》《སྣར་》,སྙེད།,,,,,,
,,515,7,《པེ་》《སྣར་》,བྱུང་།,,,,,,
,80,516,1,《པེ་》《སྣར་》,པར།,,,,,,
,,517,2,《པེ་》《སྣར་》,རེ།,,,,,,
,,518,3,《པེ་》《སྣར་》,pབ།,,,,,,
,,519,4,《པེ་》《སྣར་》,སྐྱེད།,,,,,,
,,520,5,《པེ་》,གིས།,,,,,,
,,521,6,《པེ་》《སྣར་》,བཞག,,,,,,
,,522,7,《པེ་》《སྣར་》,ལས།,,,,,,
,,523,8,《པེ་》《སྣར་》,ཀྱི།,,,,,,
,81,524,1,《པེ་》《སྣར་》,ལྱང་།,,,,,,
,,525,2,《པེ་》《སྣར་》,བཞག,,,,,,
,,526,3,《སྣར་》,ནི།,,,,,,
,,527,4,《པེ་》《སྣར་》,mརོ།,,,,,,
,82,528,1,《པེ་》《སྣར་》,བསྡུད།,,,,,,
,,529,2,《པེ་》,mཔ།,,,,,,
,,530,3,《པེ་》《སྣར་》,pརྣམ།,,,,,,
,,531,4,《པེ་》《སྣར་》,རྒྱུ་ནི།,,,,,,
,,532,5,《པེ་》《སྣར་》,གྱི།,,,,,,
,,533,6,《པེ་》《སྣར་》,རིམ་གྱི།,,,,,,
,,534,7,《པེ་》《སྣར་》,པོས།,,,,,,
,83,535,1,《པེ་》《སྣར་》,mབ།,,,,,,
,,536,2,《པེ་》《སྣར་》,བསྟན།,,,,,,
,,537,3,《པེ་》《སྣར་》,ལོག་ཤིན།,,,,,,
,,538,4,《པེ་》《སྣར་》,རྟགས།,,,,,,
,,539,5,《པེ་》《སྣར་》,བབས།,,,,,,
,,540,6,《པེ་》《སྣར་》,བཞག,,,,,,
,,541,7,《པེ་》,ཏོ།,,,,,,
,,542,8,《སྣར་》,བཞི།,,,,,,
,,543,9,《སྣར་》,ཉིད།,,,,,,
,84,544,1,《པེ་》《སྣར་》,mནི།,,,,,,
,,545,2,《པེ་》,གིས།,,,,,,
,,546,3,《པེ་》《སྣར་》,དེ།,,,,,,
,,547,4,《པེ་》《སྣར་》,འདི།,,,,,,
,,548,5,《པེ་》《སྣར་》,ཏེ།,,,,,,
,,549,6,《པེ་》《སྣར་》,མང་མི་ཉུང་།,,,,,,
,,550,7,《པེ་》《སྣར་》,mའདི་ནི་དང་པོར་གྲངས་བཞིར་ངེས་པའི་གཏན་ཚིགས་མདོར་བསྟན་པའོ། །,,,,,,
,85,551,1,《པེ་》《སྣར་》,མང་མི་ཉུང་།,,,,,,
,,552,2,《པེ་》《སྣར་》,གྱི།,,,,,,
,,553,3,《པེ་》,པ།,,,,,,
,,554,4,《པེ་》《སྣར་》,གྱིས།,,,,,,
,,555,5,《པེ་》,འཇུག,,,,,,
,,556,6,《པེ་》《སྣར་》,གྱི།,,,,,,
,,557,7,《ཅོ་》,བསྡུས།,,,,,,
,,558,8,《པེ་》《སྣར་》,ཀྱི།,,,,,,
,,559,9,《པེ་》《སྣར་》,གྲོལ།,,,,,,
,86,560,1,《པེ་》《སྣར་》,ལྱང་།,,,,,,
,,561,2,《པེ་》《སྣར་》,གྱི།,,,,,,
,,562,3,《པེ་》《སྣར་》,འཕྲད།,,,,,,
,,563,4,《སྣར་》,མེད།,,,,,,
,,564,5,《པེ་》《སྣར་》,བསྒོམ།,,,,,,
,,565,6,《པེ་》《སྣར་》,པ་མ་བསྒོམ།,,,,,,
,,566,7,《པེ་》《སྣར་》,གྱི།,,,,,,
,,567,8,《པེ་》《སྣར་》,སྒྲུབ།,,,,,,
,,568,9,《པེ་》《སྣར་》,གྱུར་པ།,,,,,,
,,569,10,《པེ་》《སྣར་》,སྒོམ།,,,,,,
,,570,11,《པེ་》《སྣར་》,པ་སྟེ།,,,,,,
,87,571,1,《པེ་》《སྣར་》,གྲོལ།,,,,,,
,,572,2,《པེ་》《སྣར་》,།།  །།,,,,,,
,,573,3,《པེ་》《སྣར་》,ཀྱིས།,,,,,,
,,574,4,《པེ་》《སྣར་》,ཀྱི།,,,,,,
,,575,5,《པེ་》,འབྲེལ་བ་ལ་ཡང་གང་གི།;《སྣར་》,འབྲེལ་བ་ལྱང་།,,,,,
,,576,6,《སྣར་》,སྨན།,,,,,,
,,577,7,《པེ་》,ཏུ་སྒོམ།,,,,,,
,,578,8,《པེ་》《སྣར་》,གང་།,,,,,,
,,579,9,《པེ་》《སྣར་》,mལ།,,,,,,
,,580,10,《པེ་》《སྣར་》,ཀྱི།,,,,,,
,,581,11,《པེ་》《སྣར་》,ཡང་།,,,,,,
,,582,12,《པེ་》《སྣར་》,བསྟེན།,,,,,,
,,583,13,《པེ་》,ལྱང་གི་ཚེ།;《སྣར་》,ལྱང་གི་ཚེས།,,,,,
,88,584,1,《པེ་》《སྣར་》,དེའི།,,,,,,
,,585,2,《པེ་》《སྣར་》,ཀྱི་བརྡ་འཕྲད།,,,,,,
,,586,3,《པེ་》,པའོ།,,,,,,
,,587,4,《པེ་》,པས།,,,,,,
,,588,5,《སྣར་》,mཏེ།,,,,,,
,,589,6,《པེ་》《སྣར་》,གྱུར་པ།,,,,,,
,89,590,1,《པེ་》《སྣར་》,བཟློག,,,,,,
,,591,2,《པེ་》《སྣར་》,པའི།,,,,,,
,,592,3,《པེ་》,mཔར།,,,,,,
,,593,4,《པེ་》《སྣར་》,mཞེས།,,,,,,
,,594,5,《པེ་》《སྣར་》,བཟློག,,,,,,
,,595,6,《པེ་》《སྣར་》,བལྟོས།,,,,,,
,,596,7,《པེ་》《སྣར་》,བལྟོས།,,,,,,
,,597,8,《པེ་》,ལ་བཟློག;《སྣར་》,ལས་བཟློག,,,,,
,,598,9,《པེ་》《སྣར་》,བལྟོས།,,,,,,
,,599,10,《པེ་》《སྣར་》,བལྟོས།,,,,,,
,,600,11,《པེ་》,གྲོལ།,,,,,,
,,601,12,《པེ་》《སྣར་》,བཟློག,,,,,,
,,602,13,《པེ་》《སྣར་》,བཟློག,,,,,,
,,603,14,《པེ་》《སྣར་》,mབ།,,,,,,
,,604,15,《པེ་》《སྣར་》,བྱའོ།,,,,,,
,,605,16,《པེ་》《སྣར་》,ལྱང་གི་ཚེས།,,,,,,
,,606,17,《སྣར་》,བརྒྱ་ལ།,,,,,,
,,607,18,《པེ་》《སྣར་》,mནི།,,,,,,
,,608,19,《པེ་》《སྣར་》,ཏོ།,,,,,,
,90,609,1,《པེ་》《སྣར་》,པ།,,,,,,
,,610,2,《པེ་》《སྣར་》,mཕ་རོལ་ཏུ་ཕྱིན་པའི།,,,,,,
,,611,3,《པེ་》,འཇུག,,,,,,
,,612,4,《པེ་》,ཀྱི་བརྡའ།;《སྣར་》,ཀྱི་བརྡ།,,,,,
,,613,5,《པེ་》《སྣར་》,བསྒོམ།,,,,,,
,,614,6,《པེ་》《སྣར་》,གི།,,,,,,
,91,615,1,《པེ་》《སྣར་》,བསྒོམས།,,,,,,
,,616,2,《པེ་》《སྣར་》,ལྱང་།,,,,,,
,,617,3,《སྣར་》,བཞིར།,,,,,,
,,618,4,《པེ་》《སྣར་》,ཀྱིས།,,,,,,
,,619,5,《པེ་》《སྣར་》,mབསམས་པ་དང་།  བསྒོམས་པ་ལས་བྱུང་བའི་ཤེས་རབ་དང་།,,,,,,
,,620,6,《པེ་》,ཏུ་ཕྱིན་པའི།;《སྣར་》,པའི།,,,,,
,,621,7,《པེ་》《སྣར་》,ཡིན་ཏེ།,,,,,,
,,622,8,《པེ་》《སྣར་》,mཕ་རོལ་ཏུ་ཕྱིན་པ་ནི་ཤེས་རབ་ཀྱི།,,,,,,
,,623,9,《པེ་》《སྣར་》,pནི།,,,,,,
,,624,10,《པེ་》《སྣར་》,སྒྲུབ།,,,,,,
,,625,11,《པེ་》《སྣར་》,ཀྱི་བརྡའ།,,,,,,
,,626,12,《སྣར་》,ཞེ་ན།,,,,,,
,,627,13,《པེ་》《སྣར་》,ཀྱི།,,,,,,
,,628,14,《སྣར་》,དགྲོལ།,,,,,,
,,629,15,《པེ་》《སྣར་》,ལས།,,,,,,
,,630,16,《པེ་》《སྣར་》,བཞིའི།,,,,,,
,,631,17,《པེ་》《སྣར་》《ཅོ་》,mས།,,,,,,
,92,632,1,《པེ་》《སྣར་》,mབྱ་བ།,,,,,,
,,633,2,《པེ་》《སྣར་》,mཀྱི།,,,,,,
,,634,3,《པེ་》《སྣར་》,mཕྱི་མ།,,,,,,
,,635,4,《པེ་》《སྣར་》,སྟེན།,,,,,,
,,636,5,《པེ་》《སྣར་》,pདོན་གྱི།,,,,,,
,,637,6,《པེ་》《སྣར་》,པའི།,,,,,,
,93,638,1,《པེ་》《སྣར་》,བསྒོམ།,,,,,,
,,639,2,《སྣར་》,བསྒོམ།,,,,,,
,,640,3,《པེ་》《སྣར་》,བརྩོམ།,,,,,,
,,641,4,《པེ་》《སྣར་》,ལས།,,,,,,
,,642,5,《པེ་》《སྣར་》,བསྐྱེད།,,,,,,
,,643,6,《སྣར་》,བསྐྱེད།,,,,,,
,,644,7,《པེ་》《སྣར་》,ཀྱི།,,,,,,
,,645,8,《པེ་》,འཐུན།,,,,,,
,,646,9,《པེ་》《སྣར་》,སྲུང་།,,,,,,
,,647,10,《ཅོ་》,ནི།,,,,,,
,,648,11,《པེ་》《སྣར་》,ན།,,,,,,
,,649,12,《པེ་》《སྣར་》,བཞག,,,,,,
,94,650,1,《པེ་》《སྣར་》,pགི།,,,,,,
,,651,2,《སྣར་》,ལས།,,,,,,
,,652,3,《པེ་》,འཇུག,,,,,,
,,653,4,《སྣར་》,པའི།,,,,,,
,,654,5,《པེ་》《སྣར་》,དགྲོལ།,,,,,,
,,655,6,《པེ་》《སྣར་》,ཀྱི།,,,,,,
,,656,7,《པེ་》《སྣར་》,ལྱང་།,,,,,,
,,657,8,《པེ་》《སྣར་》,རིམ་མོ།,,,,,,
,,658,9,《པེ་》《སྣར་》,ལ།,,,,,,
,,659,10,《པེ་》《སྣར་》,mནི།,,,,,,
,,660,11,《པེ་》《སྣར་》,པོའི།,,,,,,
,95,661,1,《པེ་》,pརྣམ་པ་དག་དང་།;《སྣར་》,pརྣམ་པར་དག་དང་།,,,,,
,,662,2,《སྣར་》,ནི།,,,,,,
,,663,3,《པེ་》《སྣར་》,བཞག,,,,,,
,,664,4,《པེ་》《སྣར་》,བཞག,,,,,,
,,665,5,《པེ་》《སྣར་》,pཕྱེ།,,,,,,
,,666,6,《པེ་》《སྣར་》,བཞག,,,,,,
,,667,7,《པེ་》《སྣར་》,ཏེ།,,,,,,
,,668,8,《ཅོ་》,pཏུ།,,,,,,
,,669,9,《པེ་》《སྣར་》,འཁྲུངས།,,,,,,
,,670,10,《པེ་》《སྣར་》,བཞི།,,,,,,
,,671,11,《པེ་》《སྣར་》,བསླ།,,,,,,
,96,672,1,《པེ་》《སྣར་》,པ།,,,,,,
,,673,2,《པེ་》《སྣར་》,པར།,,,,,,
,,674,3,《ཅོ་》,ནུས།,,,,,,
,,675,4,《པེ་》《སྣར་》,pདུ།,,,,,,
,,676,5,《པེ་》《སྣར་》,པ།,,,,,,
,,677,6,《པེ་》《སྣར་》,བ།,,,,,,
,,678,7,《པེ་》《སྣར་》,གྲོལ།,,,,,,
,97,679,1,《པེ་》,ཀྱི།,,,,,,
,,680,2,《པེ་》《སྣར་》,ལྱང་།,,,,,,
,,681,3,《པེ་》《སྣར་》,mཔ་ལས་མཁས།,,,,,,
,,682,4,《པེ་》《སྣར་》,དོ།,,,,,,
,98,683,1,《པེ་》,ཏོ།,,,,,,
,,684,2,《པེ་》《སྣར་》,གསོག,,,,,,
,,685,3,《པེ་》,pབ།,,,,,,
,,686,4,《པེ་》,pསྨིན།,,,,,,
,,687,5,《པེ་》《སྣར་》,རིག,,,,,,
,,688,6,《པེ་》,པའི།,,,,,,
,,689,7,《སྣར་》,ཀྱི།,,,,,,
,99,690,1,《པེ་》《སྣར་》,གི།,,,,,,
,,691,2,《པེ་》《སྣར་》,ལྱང་།,,,,,,
,,692,3,《པེ་》《སྣར་》,པ་སྦྱིན་པ།,,,,,,
,,693,4,《པེ་》《སྣར་》,pནི་ཉེས་པར་སྤྱོད་པ་དག,,,,,,
,,694,5,《པེ་》《སྣར་》,བསྡུད།,,,,,,
,,695,6,《པེ་》《སྣར་》,mལ་སོགས་པ།,,,,,,
,,696,7,《པེ་》,བསྡུས།;《སྣར་》,བསྡུད།,,,,,
,100,697,1,《པེ་》,བཞག,,,,,,
,,698,2,《པེ་》,གིས་སོ་སོ།;《སྣར་》,གི་སོ་སོ།,,,,,
,,699,3,《པེ་》《སྣར་》,པའི།,,,,,,
,,700,4,《པེ་》《སྣར་》,བསྡུད།,,,,,,
,,701,5,《པེ་》《སྣར་》,བླང་བའི།,,,,,,
,,702,6,《པེ་》《སྣར་》,བསྡུད།,,,,,,
,,703,7,《པེ་》《སྣར་》,ཞེས།,,,,,,
,,704,8,《པེ་》《སྣར་》,ཀྱི།,,,,,,
,,705,9,《པེ་》,བརྟེན།,,,,,,
,,706,10,《པེ་》,བཞག,,,,,,
,,707,11,《པེ་》,བསྒྲུབ།,,,,,,
,,708,12,《པེ་》《སྣར་》,mཔར་བྱེད།,,,,,,
,,709,13,《པེ་》《སྣར་》,བསྡོམ།,,,,,,
,101,710,1,《པེ་》《སྣར་》,བསམ།,,,,,,
,,711,2,《པེ་》《སྣར་》,ཀྱིས།,,,,,,
,,712,3,《པེ་》《སྣར་》,ཡེ་ཤེས།,,,,,,
